timestamp,application,log_level,message,user_id,session_id,source_ip,destination_ip,response_code,latency_ms,cpu_usage,memory_usage,disk_io,network_bandwidth,module,error_code
2025-03-14 11:39:00+00:00,BankingApp,WARN,Login failed: database unreachable,9890,SID-940247,124.220.123.53,219.211.42.122,400,2175,67.82,77.9,60.44,51.82,Reconciliation,ROLLBACK_ERR
2025-03-14 11:39:00+00:00,InventoryService,WARN,Login failed: database unreachable,9146,SID-748151,202.172.86.30,60.11.55.72,400,2935,36.95,60.76,60.58,91.81,Login,AUTH_FAIL
2025-03-14 11:41:00+00:00,PaymentGateway,ERROR,Login failed: database unreachable,9579,SID-582446,88.80.186.159,174.107.142.27,401,3851,29.34,51.36,59.39,89.4,Transaction,ROLLBACK_ERR
2025-03-14 11:42:00+00:00,BankingApp,WARN,Login failed: database unreachable,9673,SID-972442,86.3.94.220,128.128.44.124,200,1568,54.6,43.15,63.78,59.32,Reconciliation,NULL_POINTER
2025-03-14 11:42:00+00:00,InventoryService,WARN,Login failed: database unreachable,9410,SID-823108,130.199.228.88,147.41.5.122,400,3889,38.37,47.85,58.49,87.45,Reconciliation,API_TIMEOUT
2025-03-14 11:44:00+00:00,PaymentGateway,INFO,Login failed: database unreachable,9071,SID-479430,179.254.147.111,204.212.37.40,400,2921,59.86,78.25,31.0,93.61,Transaction,NULL_POINTER
2025-03-14 11:44:00+00:00,BankingApp,WARN,Login failed: database unreachable,9145,SID-192410,193.193.207.66,205.19.7.56,400,2837,33.34,50.98,49.87,64.47,Reconciliation,API_TIMEOUT
2025-03-14 11:45:00+00:00,InventoryService,WARN,Login failed: database unreachable,9758,SID-557925,82.195.110.208,120.219.53.173,400,3520,24.13,65.0,36.58,51.87,Transaction,ROLLBACK_ERR
2025-03-14 11:46:00+00:00,PaymentGateway,INFO,Login failed: database unreachable,9648,SID-985506,174.228.160.231,180.249.109.229,401,1021,41.22,64.58,54.99,64.92,Reconciliation,AUTH_FAIL
2025-03-14 11:47:00+00:00,BankingApp,INFO,Login failed: database unreachable,9995,SID-211005,132.115.151.116,124.215.175.76,500,1324,41.53,43.74,48.46,80.14,Login,API_TIMEOUT
2025-03-14 11:48:00+00:00,InventoryService,WARN,Login failed: database unreachable,9031,SID-355135,78.149.226.163,182.131.222.129,401,1077,69.75,65.64,83.93,96.42,Transaction,AUTH_FAIL
2025-03-14 11:48:00+00:00,PaymentGateway,INFO,Login failed: database unreachable,9093,SID-556839,178.141.167.230,144.229.28.185,200,2048,29.02,63.67,82.33,66.75,Reconciliation,AUTH_FAIL
2025-03-14 11:49:00+00:00,BankingApp,WARN,Login failed: database unreachable,9764,SID-717476,169.227.59.103,12.4.151.183,200,1883,34.69,63.23,67.76,72.72,Reconciliation,AUTH_FAIL
2025-03-14 11:49:00+00:00,InventoryService,WARN,Login failed: database unreachable,9543,SID-519902,61.4.172.164,209.160.37.1,401,1612,25.13,46.85,65.81,82.07,Reconciliation,NULL_POINTER
2025-03-14 11:51:00+00:00,PaymentGateway,ERROR,Login failed: database unreachable,9220,SID-649414,151.89.105.16,91.27.221.140,400,3247,36.4,64.98,45.93,76.22,Reconciliation,API_TIMEOUT
2025-03-14 11:52:00+00:00,BankingApp,WARN,Login failed: database unreachable,9385,SID-182467,109.175.48.85,172.90.74.41,401,3978,34.78,76.08,69.34,94.46,Login,API_TIMEOUT
2025-03-14 11:54:00+00:00,InventoryService,ERROR,Login failed: database unreachable,9429,SID-514991,101.136.177.81,72.95.89.104,401,3493,42.3,53.5,88.32,56.71,Deployment,AUTH_FAIL
2025-03-14 11:54:00+00:00,PaymentGateway,WARN,Login failed: database unreachable,9464,SID-425346,132.145.219.213,144.195.224.7,500,3161,55.88,76.96,64.71,75.21,Login,API_TIMEOUT
2025-03-14 11:58:00+00:00,BankingApp,INFO,Login failed: database unreachable,9349,SID-882033,138.243.239.128,111.17.194.28,500,2733,28.33,41.65,43.65,63.64,Login,AUTH_FAIL
2025-03-14 11:58:00+00:00,InventoryService,WARN,Login failed: database unreachable,9161,SID-456005,11.234.190.220,7.107.231.30,400,1455,42.2,74.55,33.08,90.44,Transaction,ROLLBACK_ERR
2025-03-14 11:58:00+00:00,PaymentGateway,INFO,Login failed: database unreachable,9378,SID-332335,110.18.63.223,2.114.143.17,401,2180,42.36,43.25,58.83,66.53,Login,NULL_POINTER
2025-03-14 11:59:00+00:00,BankingApp,ERROR,Login failed: database unreachable,9319,SID-449247,124.224.226.204,73.138.26.254,200,1973,56.34,77.94,61.45,86.56,Transaction,ROLLBACK_ERR
2025-03-14 12:00:00+00:00,InventoryService,ERROR,Login failed: database unreachable,9738,SID-916964,131.148.124.195,6.244.39.130,400,2233,65.58,70.84,73.27,82.41,Transaction,NULL_POINTER
2025-03-14 12:00:00+00:00,PaymentGateway,WARN,Login failed: database unreachable,9332,SID-276299,112.131.123.138,137.122.94.93,500,1499,50.74,50.59,76.48,85.93,Reconciliation,AUTH_FAIL
2025-03-14 12:01:00+00:00,BankingApp,ERROR,Login failed: database unreachable,9795,SID-180089,166.107.43.197,17.86.169.123,401,1195,41.75,48.43,52.81,50.7,Reconciliation,AUTH_FAIL
2025-03-14 12:02:00+00:00,InventoryService,INFO,Login failed: database unreachable,9964,SID-635280,121.176.23.197,34.141.163.57,400,1976,51.97,62.89,79.3,66.86,Transaction,NULL_POINTER
2025-03-14 12:05:00+00:00,PaymentGateway,ERROR,Login failed: database unreachable,9581,SID-763984,218.17.215.90,214.184.242.109,401,2719,59.57,64.72,44.53,64.75,Deployment,AUTH_FAIL
2025-03-14 12:06:00+00:00,BankingApp,INFO,Login failed: database unreachable,9610,SID-219565,100.255.205.158,134.148.43.176,500,3617,22.87,41.21,64.35,83.72,Deployment,NULL_POINTER
2025-03-14 12:09:00+00:00,InventoryService,INFO,Login failed: database unreachable,9086,SID-656379,61.93.212.42,58.2.22.79,400,3551,53.56,75.56,72.03,59.66,Reconciliation,API_TIMEOUT
2025-03-14 12:09:00+00:00,PaymentGateway,INFO,Login failed: database unreachable,9904,SID-634723,72.239.180.7,193.79.33.157,400,2872,40.31,61.82,41.45,80.55,Reconciliation,AUTH_FAIL
2025-03-14 12:09:00+00:00,BankingApp,WARN,Login failed: database unreachable,9053,SID-303322,116.52.48.139,215.147.90.41,500,1257,45.65,65.68,56.46,81.94,Transaction,API_TIMEOUT
2025-03-14 12:10:00+00:00,InventoryService,ERROR,Login failed: database unreachable,9159,SID-913934,189.181.186.216,213.170.105.186,500,1454,57.49,52.08,55.13,70.27,Transaction,ROLLBACK_ERR
2025-03-14 12:12:00+00:00,PaymentGateway,WARN,Login failed: database unreachable,9161,SID-466346,220.199.227.146,208.203.12.199,401,3047,28.0,49.8,54.78,71.39,Deployment,ROLLBACK_ERR
