timestamp,application,log_level,message,user_id,session_id,source_ip,destination_ip,response_code,latency_ms,cpu_usage,memory_usage,disk_io,network_bandwidth,module,error_code
2025-03-06 08:26:48,FraudDetection,ERROR,Database connection lost,9589,SID-780122,47.18.98.159,138.93.246.151,503,4259,68.41,27.67,33.5,596.03,Auth,TXN_FAILURE
2025-02-20 08:26:48,InsuranceApp,WARNING,User authentication failed,6942,SID-379789,18.209.110.146,182.254.240.89,404,1767,42.84,43.67,47.44,525.24,API Gateway,DB_CONN_FAIL
2025-02-24 08:26:48,FraudDetection,INFO,Database connection lost,9792,SID-299755,83.218.220.181,74.240.245.255,201,3909,72.07,58.89,21.64,626.17,API Gateway,AUTH_401
2025-02-18 08:26:48,LoanProcessing,WARNING,User authentication failed,6864,SID-763159,100.190.14.73,254.253.41.254,404,4278,74.47,70.36,31.58,18.63,Transaction,TXN_FAILURE
2025-02-18 08:26:48,BankingApp,INFO,Transaction processed,5886,SID-183555,167.96.201.70,154.93.234.167,503,4200,67.12,60.48,14.63,123.13,Auth,DB_CONN_FAIL
2025-02-25 08:26:48,FraudDetection,WARNING,User authentication failed,2209,SID-184972,160.84.180.117,169.223.210.175,403,4014,84.05,35.39,13.82,578.1,Transaction,TXN_FAILURE
2025-03-05 08:26:48,InsuranceApp,ERROR,API response delayed,2124,SID-790960,109.240.245.99,67.236.13.63,500,2484,13.25,62.7,20.48,890.21,Database,TXN_FAILURE
2025-03-08 08:26:48,FraudDetection,CRITICAL,API response delayed,1304,SID-563903,141.141.37.246,52.235.50.48,400,1179,40.7,42.6,49.29,391.45,API Gateway,API_TIMEOUT
2025-02-25 08:26:48,InsuranceApp,INFO,Database connection lost,7118,SID-255262,98.228.96.182,223.37.73.18,500,1796,51.93,52.1,42.98,887.98,Auth,API_TIMEOUT
2025-03-08 08:26:48,BankingApp,ERROR,Transaction processed,2807,SID-684840,251.120.255.65,72.49.69.242,500,3851,72.81,10.57,8.79,171.8,API Gateway,TXN_FAILURE
